"n" "rep" "id" "error" "errorMessage" "b0_hat" "b1_hat" "g0_hat" "g1_hat" "d0_hat" "d1_hat" "l0_hat"
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
50 100 88 FALSE "" 1.26499518562038 0.714235867346033 0.741301512779368 2.40432883495881 -1.55255497798041 1.08406997310421 1.04845160532383
50 93 89 FALSE "" 0.974863605592465 1.48927828105092 1.02691232832197 2.28896210789743 -2.83826433641412 1.95465874707025 1.44639511305195
90 39 90 FALSE "" 0.817906514642314 1.58103321508944 1.10512619668679 1.82310182842475 -2.7999571569382 3.12306637190031 1.98144391906374
80 3 91 FALSE "" 1.05210015633817 1.38607628554088 1.07057714844887 2.03247064926505 -3.47334881013066 3.27990254548013 0.75369991322258
10 10 92 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
100 17 93 FALSE "" 1.0702096554139 1.12940378266604 0.972019478893734 2.10871717662714 -2.16091417440083 1.96710768215033 1.2613796759337
40 85 94 FALSE "" 0.784811748780355 1.401558193862 0.919682720189785 2.09072297007109 -1.67893798611597 1.62854862166998 0.001
40 82 95 FALSE "" 1.05326536392003 1.44507430903367 1.02669949672069 2.10640313694928 -2.6432970438973 2.32827111494945 0.001
50 10 96 FALSE "" 0.783983027024365 1.41435960663953 0.878668274415721 2.0765988114241 -2.11627922051043 2.4083768432871 2.39705496751642
90 62 97 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
90 51 98 FALSE "" 0.819552322415833 1.64286340426655 1.05446742482228 2.08300085327913 -2.74845716590074 2.24624934243993 1.43100651081509
10 17 99 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
100 35 100 FALSE "" 0.875646041120905 1.38748541486801 0.957412625289865 2.04611292118231 -2.24450661520283 2.2951011967078 0.618605387218574
50 79 101 FALSE "" 1.36489240369868 0.726560892376947 0.898238424924996 2.27921549630416 -1.53428469843339 0.898914462003568 1.27937721843716
100 62 102 FALSE "" 0.74683441348973 1.60984554058934 1.11840484212208 1.82785799806075 -2.49149907172754 2.42426612578536 1.02201042877005
80 28 103 FALSE "" 0.991386062095151 1.41845850208666 1.05904859850373 1.97417555649839 -3.10715940847922 2.9328475298245 0.696673171739943
60 25 104 FALSE "" 0.98903981495646 1.18599155020151 0.967983433885024 2.21060429868719 -2.07848862600092 1.63686248682004 1.79654484887072
80 65 105 FALSE "" 0.920088461365146 1.3396930557897 0.97362904111131 1.84100091487533 -2.05862881307344 2.10349903063307 0.640653634320279
40 17 106 FALSE "" 0.780595794927595 1.47113051504148 0.970919833685339 1.8778987141885 -2.11231391620973 2.13265987281431 1.36502095486036
100 22 107 FALSE "" 1.05487187131852 1.23294643354337 0.919218830500945 2.34535655190165 -2.38754045370432 1.68372338793495 1.85038447428448
70 53 108 FALSE "" 1.15146982356156 0.984198555369509 0.912736051683124 2.30421245186607 -2.12890629151413 1.59406654376922 1.29495298137578
40 19 109 FALSE "" 1.20982063001279 1.12067014995038 1.4384415816597 1.53200428557817 -2.93048357637836 2.53586910011971 0.001
80 29 110 FALSE "" 0.94578797125574 1.31795236143318 1.0307070523133 1.96233320279314 -1.96085737221695 1.66846090217427 2.15004511668248
40 69 111 FALSE "" 1.19438411560894 0.99393737317004 0.996741250193833 2.36558342686243 -1.12735668400691 -0.68962419018866 0.0443788207015897
50 83 112 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
80 87 113 FALSE "" 0.913295465730197 1.35162746960913 1.0213663392591 2.00687065692439 -1.82290500500577 1.43335004515887 1.25628956668257
30 60 114 FALSE "" 0.789962520365724 1.38224726861979 0.687932827912789 2.48221449810667 -1.11951813169927 0.523952627594156 1.02695585828282
40 28 115 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
10 85 116 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
100 41 117 FALSE "" 1.03368503953973 1.36715118235787 0.926745850940255 2.33531969750207 -2.57612751943095 2.05765973149055 1.88005553292047
40 96 118 FALSE "" 1.15228334702608 1.03119023547981 0.958255384670187 2.39105951430323 -2.68189124261474 2.16768832433104 1.32077126277539
40 88 119 FALSE "" 0.739562905825274 1.89454315978933 0.812873489082921 2.4437138055614 -2.0466737936049 1.50885549095499 1.73076784358728
100 84 120 FALSE "" 1.22971971976057 1.05659704398037 1.22721975074247 1.79588994900652 -3.64519572216003 3.46389869681133 0.713383255820021
100 49 121 FALSE "" 0.874132022336981 1.42909997773922 0.759035975526905 2.27566570465404 -2.34417402563814 2.39632328923353 1.0570500307168
10 89 122 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
50 61 123 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
40 75 124 FALSE "" 0.989627183347941 1.36449753248301 0.947818978630209 1.98453377514937 -2.05741534514374 1.94732247252549 2.71710457615147
90 88 125 FALSE "" 1.11030934903425 1.07149764610168 0.99280545486892 2.11130740195787 -2.78329310598692 2.64418660350603 0.583790565571472
40 83 126 FALSE "" 0.751480269540992 1.71720990688245 0.852271419660605 2.33645681633313 -1.64210498768708 1.14833429784091 0.001
20 76 127 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
80 66 128 FALSE "" 0.991272615763865 1.33146133122831 0.781360282779638 2.28476783685219 -1.77811673439128 1.41665463814003 0.001
10 27 129 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
70 5 130 FALSE "" 1.10959098447325 1.1322967170132 0.796836495089423 2.1619508626015 -2.32045488779541 2.1528764541021 0.001
10 93 131 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
70 86 132 FALSE "" 1.09984984732321 1.34471113351767 1.08071720516712 2.02671574757824 -2.4335307765495 2.08588754996468 0.8318994382792
50 87 133 FALSE "" 0.979155456411252 1.01998103569018 0.798330873324962 2.10553149153531 -1.38806376839264 1.4886131548101 0.001
60 79 134 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
80 5 135 FALSE "" 0.575958416392885 1.9140877452079 0.963008134334022 2.08065598071701 -2.11373592900926 2.00174665600355 0.571170091162351
50 96 136 FALSE "" 0.881824552454274 1.5217024030952 0.94358820358134 2.18390584109643 -2.79543197315301 2.52388414619899 2.36205846230012
40 54 137 FALSE "" 0.571588565661644 1.78870305633518 1.09967769434857 1.95879402584442 -2.98781273557102 3.13367442924729 0.0410313433810707
20 16 138 FALSE "" 0.90142564698454 1.55674804277409 1.22272341181211 1.79749118923847 -2.69565694251582 2.07500654043524 0.855445662606071
60 97 139 FALSE "" 1.02954688176505 1.23965784090087 0.837332131108549 2.31097744235473 -2.1511191055465 1.69149965786946 0.001
70 71 140 FALSE "" 0.940332154859525 1.514190158141 1.01231023446493 2.19206045714695 -2.53892617785895 2.03199320414097 1.27688846455434
40 9 141 FALSE "" 1.00748100839334 1.17601361376698 1.02859287234233 2.03095218302604 -1.83825618270959 1.2979862322439 0.535064316373171
50 65 142 FALSE "" 0.859851847160188 1.43262091172714 0.688917811062486 2.5590133633205 -1.21275220056488 0.481852402984461 0.0946010701880022
30 63 143 FALSE "" 1.19941810842835 0.997044664964919 1.06777977338586 2.12030504094057 -3.78519214285427 3.26644675637332 0.433427789198244
100 45 144 FALSE "" 1.04544444584679 1.2453318299104 1.10679100214518 1.99482898711194 -2.33509708917922 1.82760719983117 2.16940573902317
70 50 145 FALSE "" 0.987078338680211 1.52142068035207 1.10602830628375 1.94434512140161 -2.93505485563436 2.84634311862649 0.999700550114489
20 86 146 FALSE "" 0.702005547708207 1.42813718545913 1.29624551979696 1.57786578461257 -3.9316330053694 4.80040996291535 0.894561208642176
100 19 147 FALSE "" 0.954218976386848 1.44165992066835 0.863105499825799 2.22825649243573 -2.34506377889262 2.20648550133865 0.852683474237851
50 69 148 FALSE "" 0.911920817930207 1.36502912799061 0.714890002566934 2.36789445756437 -2.04210633706623 1.57057164643322 1.36321698074809
50 78 149 FALSE "" 0.967874603088133 1.2181403206357 1.1576268362283 1.55858860309794 -2.85751977479047 3.30204538485901 1.6874507036146
90 22 150 FALSE "" 1.20850121924365 1.03188879678696 0.905130983448885 2.29786722883158 -2.46646069438563 2.06310784351424 0.52866266269392
40 74 151 FALSE "" 0.805498323671067 1.62776368510847 0.783356259309943 2.27406574541905 -1.03318411358223 0.737246313294315 0.001
100 30 152 FALSE "" 0.957917931415472 1.31262761493347 0.982897628203315 2.12829414947604 -2.53103130968387 2.17946507104664 0.905795631578934
70 30 153 FALSE "" 1.15626713277222 1.16221107770205 0.960287729767092 2.21954435128129 -2.56400894864676 2.07913287822289 0.001
50 56 154 FALSE "" 0.918537787237291 1.53478974898246 0.628312734133178 2.73192711586045 -2.23178766162278 1.19652798553238 0.001
60 3 155 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
30 98 156 FALSE "" 0.640017967729719 1.91779958979529 0.691143476083429 2.61521366104405 -1.32404064223755 0.303763567898664 0.001
30 67 157 FALSE "" 0.979379081543454 1.48346327475149 0.913901353831373 2.48674556300043 -2.55735287123369 1.17837260553617 0.001
80 95 158 FALSE "" 1.12144056206915 1.25991974045324 1.28501660888603 1.83140019068221 -4.84426922725189 4.63022922944138 2.00103370121193
80 58 159 FALSE "" 0.979379424649369 1.42700248978779 1.10125048281531 1.83377944896665 -2.8428859309736 2.86900427993932 1.66238333178643
90 17 160 FALSE "" 0.917213431700068 1.40290660438394 1.14415070507986 1.79468642589603 -2.45399374315535 2.44229686464334 0.001
20 2 161 FALSE "" 0.597757995983295 1.47059606429708 0.692194286349239 1.96295471830982 -1.18006905037655 1.29991492493737 1.35011691302667
90 66 162 FALSE "" 1.09941383541308 0.967382763506545 1.00879749788812 1.81235038645183 -1.94469312253134 2.16345716308009 1.46627901921774
80 61 163 FALSE "" 0.957093013055115 1.36859064820897 0.862165085747061 2.34423618452289 -2.05291450995294 1.48498109065035 1.31640760708003
80 70 164 FALSE "" 1.18015150847533 1.04653950153662 0.897253285220858 2.32561143310786 -2.33688962726081 1.82952780500915 1.55999860328029
60 52 165 FALSE "" 0.838829734991065 1.47564538519895 1.01308171830282 1.95353329762101 -1.89916195251732 1.79137877075231 1.22534516105053
70 37 166 FALSE "" 0.85899541410449 1.67935970010925 0.943090747701869 2.19184157559301 -2.47857695988851 2.2942018003558 0.850279404680323
60 89 167 FALSE "" 1.03343072585725 1.3523783556943 1.07193298881354 1.93828892624597 -2.37885027744772 2.02188826557037 0.884162899918798
60 75 168 FALSE "" 0.955139336699717 1.43786813254507 0.93340795366504 2.22419523792006 -2.32325963293853 1.97371626173942 1.43751975504492
60 90 169 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
10 81 170 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
80 45 171 FALSE "" 0.834636998510381 1.48700005739682 0.735159132848999 2.3024501480556 -1.85332090139727 1.78840963165309 0.780421895803464
60 80 172 FALSE "" 1.30199223507116 1.00541404123249 1.02071746641719 2.32378903138452 -2.89551898566861 2.0056516626141 0.939105199362439
50 91 173 FALSE "" 0.80970995274921 1.42257059021562 0.926049803131746 1.99716576591714 -1.87206223314169 1.87088664841365 2.22299551112291
90 100 174 FALSE "" 1.06933012056854 1.30990459061741 0.98475241132958 2.0747502553901 -2.03799621669393 1.51205352169175 1.12879205924928
100 37 175 FALSE "" 1.11943863963619 1.11379202336314 1.19698417234313 1.81480016036109 -3.94850272300439 4.02745478414001 0.461610349835221
100 91 176 FALSE "" 0.978543610814766 1.27342234543708 0.955856224139216 2.11050219501343 -2.53133448703375 2.1357718699424 0.517529130629485
80 79 177 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
40 70 178 FALSE "" 1.3206028193405 0.959450715685684 0.968648269932681 2.42770397837229 -2.09920395482231 0.970505560865143 2.71044776924053
40 20 179 FALSE "" 1.11681915470994 1.02341895705404 1.09817210268065 1.82120156584397 -2.53865522943227 2.65155530134214 0.759339377271743
100 27 180 FALSE "" 1.06912202717307 1.2671871232382 1.08701973086809 2.09607390391646 -3.13919946972422 2.43100523507732 1.38607530114282
60 73 181 FALSE "" 0.723248414272756 1.61915614627529 1.14711462332356 1.72180962368431 -1.96537655241462 1.64842355402228 1.33697620659524
60 93 182 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
80 10 183 FALSE "" 0.719098041998974 1.40549649887598 1.04172918124395 1.9094319436124 -2.06816496337583 2.36488333193171 0.94592740448741
50 98 184 FALSE "" 0.860681483279528 1.59666464096541 0.772867652763923 2.43855321582641 -3.14344900774408 2.7896265121173 0.001
50 4 185 FALSE "" 1.15349838699548 1.27713321280892 0.890726538501302 2.43937201007163 -5.45785391803286 5.07918203150626 1.31535886245175
